"id","nombre","keywords","horario","calificacion","top1","top2","link","comida","servicio","calidad","ambiente","detalles_precios","detalles_tipo_comida","detalles_comida","detalles_dietas","detalles_caracteristicas","direccion","mail","telefono","calle","pais","localidad","direccionextra","longitude","latitude","n_opiniones","opiniones_excelente","opiniones_muy_bueno","opiniones_regular","opiniones_pesimo","opiniones_malo"
43,"La Bodeguita del Medio","cerveza","13:00 - 2:00","4"," **N.º 27** de 57 Caribeña en Playa del Carmen","Certificado de ExcelenciaGanador en 2016 - 2017, 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150812-d1050326-Reviews-La_Bodeguita_del_Medio-Playa_del_Carmen_Yucatan_Peninsula.html","40","40","40","45","$117 - $585","Caribeña, Latina, Cubana, Centroamericana","-","Apto para vegetarianos","-","5ta Avenida Esq. Calle 34 Norte Cond. Bosque de los Aluxes, Playa del Carmen
77710 México","gerenciaplaya@gruposon.com","+52 984 803 3950","5ta Avenida Esq. Calle 34 Norte","México","Playa del Carmen 77710,","Cond. Bosque de los Aluxes","-87.067093","20.63409",1161,397,292,80,38,49
44,"Gluay Maai Thai","cerveza","Ver todos los horarios","4.5"," **N.º 7** de 10 Tailandesa en Playa del Carmen","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150812-d3446798-Reviews-Gluay_Maai_Thai-Playa_del_Carmen_Yucatan_Peninsula.html","45","45","40","45","$80 - $219","Tailandesa","-","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Calle 38 Nte Entre 5 Av y El Mar, Playa del Carmen 77720 México","thaiplayadelcarmen@gmail.com","+52 984 803 4625","Calle 38 Nte","México","Playa del Carmen 77720,","Entre 5 Av y El Mar","-87.065735","20.635397",309,143,49,17,9,7
45,"TOKYO Autentico Restaurante Japones","cerveza","","4","**N.º 23** de 242 Japonesa en Ciudad de México","Certificado de ExcelenciaGanador en 2017 - 2018","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d3191576-Reviews-TOKYO_Autentico_Restaurante_Japones-Mexico_City_Central_Mexico_and_Gulf_Coast.html","45","40","40","40","-","Japonesa, Sushi, Asiática","Almuerzo, Cena","Apto para vegetarianos","-","Calle Hamburgo Num 134 ESQ Amberes Zona Rosa, Ciudad de México 06600 México","","55253975","Calle Hamburgo Num 134","México","Ciudad de México 06600,","ESQ Amberes Zona Rosa","-99.165367","19.42594",175,62,46,20,6,5
46,"ARCA","cerveza","Ver todos los horarios","4.5"," **N.º 77** de 473 Restaurantes en Tulum","Certificado de ExcelenciaGanador en 2017 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150813-d7939999-Reviews-ARCA-Tulum_Yucatan_Peninsula.html","45","45","40","0","-","-","Cena","Apto para vegetarianos","Reservaciones, Asientos al aire libre, Asiento, Sirve alcohol, Bar completo,
Wi-Fi gratis, Servicio de mesa","Carretera Tulum Boca Paila Km 7.6, Tulum 77780 México","contact@arcatulum.com","","Carretera Tulum Boca Paila Km 7.6","México","Tulum 77780,","","-87.459473","20.149408",787,297,49,20,8,10
47,"Muy Salsa","cerveza","9:00 - 0:00","4.5"," **N.º 77** de 554 Mexicana en Playa del Carmen","Certificado de ExcelenciaGanador en 2018 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150812-d10712747-Reviews-Muy_Salsa_Playa-Playa_del_Carmen_Yucatan_Peninsula.html","45","45","45","0","$70 - $304","Mexicana, Latina","-","Apto para vegetarianos, Opciones veganas","-","5th Avenue Entre 38 y 40, Playa del Carmen 77710 México","","+52 984 688 5593","5th Avenue","México","Playa del Carmen 77710,","Entre 38 y 40","-87.06588","20.636015",132,43,9,1,0,1
48,"Cielo Cocina Fusión","cerveza","Ver todos los horarios","5"," **N.º 1** de 174 Mexicana en Morelia","Certificado de ExcelenciaGanador en 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g152771-d13083044-Reviews-Cielo_Cocina_Fusion-Morelia_Central_Mexico_and_Gulf_Coast.html","50","50","50","0","$200 - $300","Contemporánea, Fusión, Mexicana","-","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Blvd. García de León 700 Terraza, Morelia 58280 México","cielococinafusion@gmail.com","+52 443 427 0323","Blvd. García de León 700","México","Morelia 58280,","Terraza","-101.173119","19.69014",92,49,4,1,0,0
49,"La Costa Marinera","cerveza","11:00 - 23:00","4"," **N.º 27** de 223 Mexicana en Mazatlán","Certificado de ExcelenciaGanador en 2016 - 2018","https://www.tripadvisor.com.mx//Restaurant_Review-g150792-d1032455-Reviews-La_Costa_Marinera-Mazatlan_Pacific_Coast.html","40","40","40","40","-","Mexicana, Latina, Mariscos","Almuerzo, Cena, Abierto hasta tarde","Apto para vegetarianos","-","La Florida, Mazatlán México","","+52 669 914 1928","La Florida","México","Mazatlán,","","-106.465836","23.260962",438,179,99,59,21,11
50,"La Cervecería del Barrio Universidad","cerveza","","3","**N.º 319** de 365 Mariscos en Ciudad de México","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d10451180-Reviews-La_Cerveceria_del_Barrio_Universidad-Mexico_City_Central_Mexico_and_Gulf_Coast.html","0","0","0","0","-","Mariscos","-","-","Reservaciones, Servicio de mesa, Asiento","Avenida Universidad 645, Ciudad de México 03100 México","","56047323","Avenida Universidad 645","México","Ciudad de México 03100,","","-99.160889","19.37714",21,2,5,10,1,3
51,"Pistos Pits San Mateo","cerveza","10:00 - 22:00","5"," **N.º 30** de 64 Mexicana en Naucalpan de Juárez","-","https://www.tripadvisor.com.mx//Restaurant_Review-g499418-d15082007-Reviews-Pistos_Pits_San_Mateo-Naucalpan_Central_Mexico_and_Gulf_Coast.html","0","0","0","0","$50 - $109","Mexicana","Almuerzo, Cena","-","-","Jardines de San Mateo #159 Santa Cruz Acatlan Restaurant Pistos Pits San
Mateo, Naucalpan de Juárez 53150 México","info@pistospits.com.mx","+52 55 6010 9930","Jardines de San Mateo #159 Santa Cruz Acatlan","México","Naucalpan de Juárez 53150,","Restaurant Pistos Pits San Mateo","-99.242081","19.487591",6,5,1,0,0,0
52,"Villa Rica Mocambo","cerveza","11:00 - 22:00","4.5"," **N.º 6** de 91 Mexicana en Veracruz","Certificado de ExcelenciaGanador en 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150804-d807982-Reviews-Villa_Rica_Mocambo-Veracruz_Central_Mexico_and_Gulf_Coast.html","45","45","40","45","$234 - $936","Mexicana, Latina, Mariscos","-","Opciones sin gluten","-","Av Mocambo 527, Veracruz México","maryola22@hotmail.com","+52 229 922 2113","Av Mocambo 527","México","Veracruz,","","-96.10495","19.130566",2005,1409,332,95,47,31
53,"The Roof Bar","cerveza","","4.5","**N.º 30** de 102 Bar en Playa del Carmen","Certificado de ExcelenciaGanador en 2017","https://www.tripadvisor.com.mx//Restaurant_Review-g150812-d1407935-Reviews-The_Roof_Bar-Playa_del_Carmen_Yucatan_Peninsula.html","45","45","45","45","$94 - $257","Bar, Pub","Abierto hasta tarde, Bebidas","-","-","Quinta Avenida entre Calle 4, Playa del Carmen 77710 México","theroofbar@hotmail.com","+52 984 803 1428","Quinta Avenida entre Calle 4","México","Playa del Carmen 77710,","","-87.073929","20.624458",110,65,6,2,1,3
54,"Villa Mar","cerveza","","4","**N.º 27** de 56 Mexicana en Isla Holbox","Certificado de ExcelenciaGanador en 2017","https://www.tripadvisor.com.mx//Restaurant_Review-g616319-d4013211-Reviews-Villa_Mar-Holbox_Island_Yucatan_Peninsula.html","40","35","40","45","-","Mexicana, Latina, Mariscos, Caribeña","Almuerzo, Cena, Brunch","-","Asientos al aire libre, Asiento, Acceso para silla de ruedas, Sirve alcohol,
Servicio de mesa, Bar completo, Frente al agua","Calle Tiburon Ballena A Block and Half From the Plaza on the Right, Isla
Holbox México","","","Calle Tiburon Ballena","México","Isla Holbox,","A Block and Half From the Plaza on the Right","-87.380325","21.524626",191,49,49,32,7,10
55,"La Olla Restaurant","cerveza","8:00 - 22:00","4"," **N.º 16** de 283 Mexicana en Oaxaca","Certificado de ExcelenciaGanador en 2017 - 2018","https://www.tripadvisor.com.mx//Restaurant_Review-g150801-d877699-Reviews-La_Olla_Restaurant-Oaxaca_Southern_Mexico.html","40","40","40","40","$117 - $468","Mexicana, Latina","-","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Calle Reforma 402 Col. Centro, Oaxaca 68000 México","info@laolla.com.mx","+52 951 516 6668","Calle Reforma 402","México","Oaxaca 68000,","Col. Centro","-96.721962","17.064644",783,243,177,60,34,16
56,"D'Santini Pizza a La Leña","cerveza","14:00 - 0:00","4.5"," **N.º 40** de 83 Italiana en Puerto Vallarta","Certificado de ExcelenciaGanador en 2018","https://www.tripadvisor.com.mx//Restaurant_Review-g150793-d8720961-Reviews-D_Santini_Pizza_a_La_Lena-Puerto_Vallarta.html","40","40","40","0","$234 - $585","Italiana, Bar, Pizzería","-","Apto para vegetarianos","-","Calle Popa 112 Local 2-A y 2-B, Puerto Vallarta 48335 México","santini-pizza@hotmail.com","+52 322 221 3599","Calle Popa 112","México","Puerto Vallarta 48335,","Local 2-A y 2-B","-105.249352","20.66692",121,48,21,10,2,2
57,"Parilla Urbana","cerveza","13:00 - 0:00","5"," **N.º 57** de 2,111 Mexicana en Ciudad de México","Certificado de ExcelenciaGanador en 2018 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d10296195-Reviews-Parilla_Urbana_Felix_Cuevas-Mexico_City_Central_Mexico_and_Gulf_Coast.html","50","50","50","0","-","Mexicana","Cena, Abierto hasta tarde, Bebidas","-","Entrega a domicilio, Comida para llevar, Reservaciones, Asiento, Acceso para
silla de ruedas, Sirve alcohol, Bar completo, Wi-Fi gratis, Servicio de mesa,
Estacionamiento para clientes","Félix Cuevas 905, Benito Juárez, Colonia Del Valle Centro Col. Del Valle,
Ciudad de México 03200 México","contacto@sggroup.com.mx","+52 55 5543 8299","Félix Cuevas 905, Benito Juárez, Colonia Del Valle Centro","México","Ciudad de México 03200,","Col. Del Valle","-99.166267","19.370831",127,106,14,4,0,2
58,"Amargo Cerveceria","cerveza","Ver todos los horarios","5"," **N.º 34** de 35 Cervecería en Guadalajara","-","https://www.tripadvisor.com.mx//Restaurant_Review-g150798-d17288267-Reviews-Amargo_Cerveceria-Guadalajara_Guadalajara_Metropolitan_Area.html","0","0","0","0","$50 - $80","Cervecería, Bar, Pub, Gastropub","Cena, Abierto hasta tarde, Bebidas","-","-","Prisciliano Sánchez 807, Guadalajara 44160 México","","+52 33 1075 0570","Prisciliano Sánchez 807","México","Guadalajara 44160,","","-103.357849","20.67267",2,2,0,0,0,0
59,"Roulotte Tortería & Cervecería","cerveza","10:00 - 22:30","4.5"," **N.º 66** de 365 Mexicana en Puebla","-","https://www.tripadvisor.com.mx//Restaurant_Review-g152773-d3513172-Reviews-Roulotte_Torteria_Cerveceria-Puebla_Central_Mexico_and_Gulf_Coast.html","45","40","45","0","-","Mexicana, Café","Almuerzo, Cena, Brunch","-","Comida para llevar, Reservaciones, Televisión, Sillitas altas disponibles,
Sirve alcohol, Vino y cerveza, Acepta Mastercard, Acepta Visa, Wi-Fi gratis,
Asiento, Acepta tarjetas de crédito","Avenida 5 de Mayo Number 2 Calle 5 de Mayo esquina Av. Reforma, Puebla 72810
México","roulottetortas@gmail.com","+52 222 602 9374","Avenida 5 de Mayo Number 2","México","Puebla 72810,","Calle 5 de Mayo esquina Av. Reforma","-98.299614","19.050987",24,18,5,1,0,0
60,"Tresvanbien Uh May","cerveza","","5","**N.º 1** de 1 Francesa en Francisco Uh May","-","https://www.tripadvisor.com.mx//Restaurant_Review-g16871694-d17705362-Reviews-Tresvanbien_Uh_May-Francisco_Uh_May_Tulum_Yucatan_Peninsula.html","0","0","0","0","$47 - $234","Argentina, Francesa, Internacional, Chilena, Sudamericana","-","-","Reservaciones","Camino Blanco km 2 al lado de Azulik Sfer ix Museion, Francisco Uh May, Tulum
77796 México","tresvanbien@gmail.com","+52 984 114 9966","Camino Blanco km 2","México","Francisco Uh May, Tulum 77796,","al lado de Azulik Sfer ix Museion","-87.600922","20.348608",11,9,0,0,0,0
61,"La Buena Vida","cerveza","8:00 - 22:00","4.5"," **N.º 5** de 18 Mexicana en Akumal","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g499445-d1051323-Reviews-La_Buena_Vida-Akumal_Yucatan_Peninsula.html","40","40","40","50","$140 - $561","Mexicana, Estadounidense, Bar, Mariscos, Centroamericana","-","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Beach Road Lote 35, Akumal 77710 México","info@labuenavidarestaurant.com","+52 984 875 9061","Beach Road","México","Akumal 77710,","Lote 35","-87.309288","20.404297",4009,1641,756,190,63,89
62,"Capital Ribs","cerveza","14:00 - 22:30","4.5"," **N.º 1** de 4 Mexicana en Fresnillo","-","https://www.tripadvisor.com.mx//Restaurant_Review-g3181080-d7716767-Reviews-Capital_Ribs-Fresnillo_Central_Mexico_and_Gulf_Coast.html","0","0","0","0","-","Mexicana, Cervecería, Bar, Pub, Estadounidense, Parrillada","Cena, Almuerzo, Brunch","-","Comida para llevar, Asientos al aire libre, Estacionamiento en la calle,
Televisión, Vino y cerveza, Wi-Fi gratis, Acepta tarjetas de crédito,
Reservaciones, Asiento, Servicio de mesa","20 de Noviembre Esquina Boulevard Hombres Ilustres 382-b, Fresnillo 99000
México","capitalribs@gmail.com","+52 493 983 7665","20 de Noviembre Esquina Boulevard Hombres Ilustres","México","Fresnillo 99000,","382-b","-102.869942","23.182331",13,8,3,2,0,0
63,"Cervecería Artesanal San Pancho","cerveza","17:00 - 0:00","5"," **N.º 1** de 1 Cervecería en San Pancho","-","https://www.tripadvisor.com.mx//Restaurant_Review-g552077-d13396655-Reviews-Cerveceria_Artesanal_San_Pancho-San_Francisco_Pacific_Coast.html","50","50","45","0","$70 - $200","Cervecería, Europea, Pub, Fusión, Gastropub","Cena, Bebidas","-","-","Calle América Latina y Calle Egipto Near corner of Calle America Latina and
Calle Egipto, San Pancho 63732 México","cerveceriaartesanalsanpancho@gmail.com","+52 322 135 0062","Calle América Latina y Calle Egipto","México","San Pancho 63732,","Near corner of Calle America Latina and Calle Egipto","-105.412575","20.901394",30,17,2,0,1,0
64,"La Central de Xalapa","cerveza","","4.5","**N.º 14** de 29 Italiana en Xalapa","-","https://www.tripadvisor.com.mx//Restaurant_Review-g154235-d8521890-Reviews-La_Central_de_Xalapa-Xalapa_Central_Mexico_and_Gulf_Coast.html","0","0","0","0","$94 - $702","Italiana, Bar, Café, Gastropub","-","-","Reservaciones","Jesus Garcia #1 Altos Esquina Alfaro, abajo de la plazuela Manuel Maples Arce,
Xalapa 91000 México","yacovox@hotmail.com","+52 228 812 4006","Jesus Garcia #1 Altos","México","Xalapa 91000,","Esquina Alfaro, abajo de la plazuela Manuel Maples Arce","-96.920525","19.529226",10,5,3,2,0,0
65,"A Go Go","cerveza","","4.5","**N.º 142** de 365 Mexicana en Puebla","-","https://www.tripadvisor.com.mx//Restaurant_Review-g152773-d8487823-Reviews-A_Go_Go-Puebla_Central_Mexico_and_Gulf_Coast.html","40","45","40","0","$30 - $120","Mexicana, Bar, Pub","Almuerzo","-","-","Avenida 3 Oriente 207, Puebla 72000 México","","+52 222 232 2396","Avenida 3 Oriente 207","México","Puebla 72000,","","-98.142258","19.036497",12,3,9,0,0,0
66,"WTF Burger Bar","cerveza","9:00 - 22:00","4.5"," **N.º 1** de 63 Estadounidense en Cabo San Lucas","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g152515-d7397210-Reviews-WTF_Burger_Bar-Cabo_San_Lucas_Los_Cabos_Baja_California.html","45","45","45","45","$234 - $585","Estadounidense, Bar","-","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Lázaro Cárdenas, Plaza Puerto Paraíso Local 40, Cabo San Lucas México","jimmy@cheflive.com","+52 612 176 6740","Lázaro Cárdenas, Plaza Puerto Paraíso Local 40","México","Cabo San Lucas,","","-109.909592","22.886271",1143,191,67,23,8,4
67,"Fisher's Ixtapa","cerveza","10:00 - 22:00","3.5"," **N.º 17** de 44 Mariscos en Ixtapa/Zihuatanejo","Certificado de ExcelenciaGanador en 2018","https://www.tripadvisor.com.mx//Restaurant_Review-g153445-d1674816-Reviews-Fisher_s_Ixtapa-Ixtapa_Zihuatanejo_de_Azueta_Pacific_Coast.html","40","35","35","40","$250 - $450","Mariscos","-","Opciones sin gluten","-","Veleros Lote 5 L-3, Muelle M. José Azueta Veleros Lote 5 L-3 , Muelle M. Col.
Marina, Ixtapa/Zihuatanejo, Zihuatanejo de Azueta 40880 México","fishersmedia@fishers.com.mx","+52 755 553 3270","Veleros Lote 5 L-3, Muelle M. José Azueta","México","Ixtapa/Zihuatanejo, Zihuatanejo de Azueta 40880,","Veleros Lote 5 L-3 , Muelle M. Col. Marina","-101.616524","17.665215",134,36,29,16,13,13
68,"Il Borgo","cerveza","10:00 - 0:00","4.5"," **N.º 10** de 30 Italiana en San Cristóbal de las Casas","Certificado de ExcelenciaGanador en 2016, 2018 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150802-d5264109-Reviews-Il_Borgo-San_Cristobal_de_las_Casas_Southern_Mexico.html","40","40","40","40","$50 - $180","Italiana, Pizzería, Mediterránea","-","Apto para vegetarianos","-","Real De Guadalupe 44A Andador, San Cristóbal de las Casas 29230 México","ilborgo@outlook.com","+52 967 674 6507","Real De Guadalupe 44A","México","San Cristóbal de las Casas 29230,","Andador","-92.633987","16.737635",95,48,12,6,2,2
69,"Vetz Gastropub","cerveza","Ver todos los horarios","5"," **N.º 43** de 48 Bar en Puebla","-","https://www.tripadvisor.com.mx//Restaurant_Review-g152773-d19877480-Reviews-Vetz_Gastropub-Puebla_Central_Mexico_and_Gulf_Coast.html","0","0","0","0","$40 - $235","Bar, Pizzería, Internacional, Española, Pub, Gastropub","Cena, Abierto hasta tarde, Bebidas","-","-","Avenida Juárez 1914 - B, Puebla 72160 México","lacervetzceria@outlook.es","+52 222 485 1092","Avenida Juárez 1914 - B","México","Puebla 72160,","","-98.213921","19.049547",2,2,0,0,0,0
70,"La Querencia","cerveza","13:00 - 23:00","4.5"," **N.º 23** de 259 Mexicana en Tijuana","Certificado de ExcelenciaGanador en 2016 - 2018","https://www.tripadvisor.com.mx//Restaurant_Review-g150776-d889600-Reviews-La_Querencia-Tijuana_Baja_California.html","45","40","40","40","-","Latina, Mariscos, Mexicana","Cena, Almuerzo, Abierto hasta tarde","-","Comida para llevar, Reservaciones, Asiento, Estacionamiento disponible,
Servicio de valet, Acceso para silla de ruedas, Sirve alcohol, Bar completo,
Servicio de mesa","Escuadron 201 No. 3110, Tijuana México","","+52 664 972 9935","Escuadron 201 No. 3110","México","Tijuana,","","-117.009354","32.516895",153,85,38,9,3,3
71,"La Olita","cerveza","15:00 - 23:00","4.5"," **N.º 2** de 91 Mexicana en Puerto Escondido","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g153373-d4594032-Reviews-La_Olita-Puerto_Escondido_Southern_Mexico.html","50","45","45","50","$3 - $180","Mexicana, Latina, Mariscos, Parrilla, Fusión","-","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Bajada Las Brisas Entrance Playa Zicatela, Puerto Escondido 70934 México","laolitapuerto@gmail.com","+52 954 205 9737","Bajada Las Brisas","México","Puerto Escondido 70934,","Entrance Playa Zicatela","-97.052788","15.851731",405,239,29,13,3,10
72,"Agua y Sal Cebichería","cerveza","12:00 - 22:00","4.5"," **N.º 18** de 2,111 Mexicana en Ciudad de México","Certificado de ExcelenciaGanador en 2016 - 2019","https://www.tripadvisor.com.mx//Restaurant_Review-g150800-d2219950-Reviews-Agua_y_Sal_Cebicheria-Mexico_City_Central_Mexico_and_Gulf_Coast.html","45","45","45","45","$585 - $819","Mexicana, Latina, Mariscos","-","Apto para vegetarianos, Opciones veganas, Opciones sin gluten","-","Campos Eliseos 199-A Polanco, Ciudad de México México","contacto@aguaysal.com.mx","+52 55 5282 2746","Campos Eliseos 199-A","México","Ciudad de México,","Polanco","-99.192451","19.428038",1184,539,197,58,12,11
